name,address,full_day_seats,lat,lon
"TRIUMPHANT FULL GOSPEL ASSEMBLY, INC.",892 Rutland Road NY 11203,0,40.660449,-73.929804
Weeksville Pre-K,1640 Pacific Street NY 11213,54,40.6768246,-73.9347485
Yeled V' Yalda 407,407 East 53rd Street NY 11203,0,40.649778,-73.926934
"Baybee Lounge Daycare, Inc.",2745 Atlantic Avenue NY 11207,15,40.676449,-73.893002
BE-ER HAGOLAH INSTITUTES,671 Louisiana Avenue NY 11239,0,40.645747,-73.883014
Blake and Milford DCC*,334 Milford Street NY 11208,15,40.670926,-73.876459
Boulevard Nursery School,2150 Linden Boulevard NY 11207,20,40.661563,-73.883298
Breukelen Day Care Center*,717 East 105th Street NY 11236,35,40.6489118,-73.8961926
Breukelen Head Start*,715 East 105th Street NY 11236,20,40.6489264,-73.8962089
Brightside Academy - Barbey*,638 Barbey Street NY 11207,29,40.666728,-73.886258
Brooklyn Developmental Center*,888 Fountain Avenue NY 11208,9,40.655087,-73.865338
Cypress Hills CCC*,108 Pine Street NY 11208,38,40.6840149,-73.8733875
Friends of Crown Heights 15*,2505 Pitkin Avenue NY 11208,35,40.674537,-73.879598
Friends of Crown Heights 16*,668 Logan Street NY 11208,37,40.6696607,-73.8749407
Friends of Crown Heights 17*,921 Hegeman Avenue NY 11208,21,40.665542,-73.879157
Friends of Crown Heights 18*,851 Liberty Avenue NY 11208,34,40.6771962,-73.8781652
Friends of Crown Heights 19*,370 New Lots Avenue NY 11207,30,40.6616762,-73.8933964
HELP I*,515 Blake Avenue NY 11207,40,40.6678551,-73.9004566
Marie Durdin Child Care Center,2700 Linden Boulevard NY 11208,20,40.668292,-73.864436
PAL Arnold and Marie Schwartz Head Start*,452 Pennsylvania Avenue NY 11207,48,40.6662862,-73.8944445
Pine Street Day Care,374 Pine Street NY 11208,40,40.6764971,-73.8712427
SAINT PETER'S PRESCHOOL,105 Highland Place NY 11208,83,40.682785,-73.8815064
St. Malachy ECDC*,220 Hendrix Street NY 11207,34,40.6771169,-73.8906203
STARRETT EARLY LEARNING,125 Schroeders Avenue NY 11239,20,40.6480411,-73.8808631
STARRETT EARLY LEARNING,1325 Pennsylvania Avenue NY 11239,40,40.6485639,-73.8821944
Sylvia Klein Child Care Center,720 Euclid Avenue NY 11208,20,40.6693881,-73.8704719
United Community DCC*,613 New Lots Avenue NY 11207,67,40.664882,-73.886715
University Settlement Children's Corner*,565 Livonia Avenue NY 11207,67,40.664662,-73.896258
Urban Strategies 1*,1091 Sutter Avenue NY 11208,87,40.6718758,-73.8782839
Urban Strategies 3*,255 Atkins Avenue NY 11208,72,40.6727718,-73.8785336
Urban Strategies 5*,675 Lincoln Avenue NY 11208,38,40.6728089,-73.8660208
Yeled V' Yalda 6012,600212 Farragut Road NY 11236,0,40.644465,-73.9073297
Action Nursery*,1019 46th Street NY 11219,12,40.640521,-73.996214
BAIS SARAH SCHOOL,6101 16th Avenue NY 11204,72,40.623886,-73.992419
BAIS YAAKOV D'CHASSIDEI GUR,1975 51st Street NY 11204,0,40.624742,-73.977713
Bambi Early Childhood Educational Center,405 81st Street NY 11209,0,40.6262851,-74.0262425
BCA Early Childhood Education Center*,812 54th Street NY 11220,83,40.638469,-74.005821
Be Above 42*,1364 50th Street NY 11219,38,40.6334398,-73.9910284
BETH JACOB DAY CARE CENTER*,1363 46th Street NY 11219,68,40.6357898,-73.9888265
Beth Jacob of Borough Park,1371 46 Street NY 11219,0,40.6359626,-73.9890552
"BROOKLYN CHILD CARE, INC.",800 Poly Place Building 2 NY 11209,15,40.6085933,-74.0238603
Brooklyn Chinese American Association*,6409 20 Avenue NY 11204,52,40.6166259,-73.985199
Bumble Bees R Us 8*,4301 10th Avenue NY 11219,16,40.642165,-73.995103
Edith and Karl Marks JCH of Bensonhurst,7802 Bay Parkway NY 11214,0,40.6063749,-73.9897359
Generation 21Day Care,6709 19th Avenue NY 11204,0,40.616311,-73.989251
Guild for Exceptional Children,1273 57 Street NY 11219,32,40.6307961,-73.9971553
"Happy Dragon Of New York, Incorporated",5805 7th Avenue NY 11220,107,40.637594,-74.0105279
HEARTSHARE HUMAN SERVICES OF NEW YORK,1825 Bath Avenue NY 11214,0,40.603435,-74.005291
HOLY CROSS GREEK ORTHODOX CHURCH,8502 Ridge Boulevard NY 11209,0,40.624766,-74.033843
"Long Xing Day Care Center, Inc.",762 59th Street NY 11220,58,40.636232,-74.009687
"Long Xing Day Care Center, Inc.",825 57th Street FL 3 NY 11220,28,40.6385229,-74.0153231
MOTHER'S LOVE,1681 49th Street NY 11204,0,40.62979,-73.9834154
"NEW HOPE FELLOWSHIP, INC.",257 Bay Ridge Avenue NY 11220,128,40.6360522,-74.0268007
NYL- WILLIAM O'CONNOR,420 95th Street NY 11209,9,40.6154541,-74.030728
OUR SAVIOUR'S LUTHERAN PRESCHOOL,414 80th Street NY 11209,0,40.6269423,-74.0261233
RING AROUND THE ROSIE,7104 13th Avenue NY 11228,0,40.622579,-74.005422
RING AROUND THE ROSIE,7106 13th Avenue NY 11228,0,40.622539,-74.0054679
SMART START EARLY CHILDHOOD CENTER,8411 Fort Hamilton Parkway NY 11209,0,40.62102,-74.023007
"STAR AMERICA, INC.",880 60th Street NY 11220,55,40.6342874,-74.007601
Talmud Torah Ohr Moshe,1774 58th Street NY 11204,0,40.6234102,-73.9865041
Yeled V' Yalda 3909,3909 15th Avenue NY 11218,0,40.637547,-73.981912
Yeshivath Kehilath Yakov 4*,1402 40th Street NY 11218,12,40.638396,-73.984581
Zion Day Care*,5000 14th Avenue NY 11219,43,40.63309,-73.990911
BAIS YAAKOV ACADEMY (Elm),1213 Elm Avenue NY 11230,0,40.6172899,-73.962129
Barkai Foundation,5302 21 Avenue NY 11204,0,40.6218666,-73.9768586
Be Above 49*,2221 Avenue R NY 11230,20,40.6066086,-73.9502708
Bet Yaakov Ohr Sarah,1123 AvenueN NY 11230,0,40.615411,-73.962665
Block Institute,376 Bay 44th Street NY 11214,0,40.587743,-73.99414
BURATINO INTERNATIONAL DAY CARE,2962 Brighton 1st Street NY 11235,0,40.5790685,-73.9668472
Cinderella Day Care Center Inc.,130 Brighton 11th Street NY 11235,0,40.579791,-73.958173
Coney Island #1 Head Start*,2960 West 27th Street NY 11224,19,40.5736012,-73.9928587
Friends of Crown Heights 6*,49 Avenue W NY 11223,36,40.5913953,-73.9822755
HIDEC,1401 Avenue I NY 11230,48,40.627756,-73.962221
LIFE- Coney Island*,2757 West 33rd Street NY 11224,32,40.5780495,-74.0001246
MAGEN DAVID YESHIVAH,2170 Mcdonald Avenue NY 11223,0,40.599822,-73.973142
Neptune Avenue Head Start*,293 Neptune Avenue NY 11235,98,40.581451,-73.964174
NYL/WOC MIDWOOD,1520 East 13th Street NY 11230,16,40.6121974,-73.9608364
PAL Carey gardens*,2964 West 23rd Street NY 11224,21,40.5741162,-73.9897426
PAL La Puerta Abierta*,2864 West 21st Street NY 11224,30,40.576892,-73.988361
"Red Hat Day Care Center, Inc.",1317 East 15th Street NY 11230,0,40.617521,-73.95968
SEPHARDIC COMMUNITY EARLY CHILDHOOD CENTER,1901 Ocean Parkway NY 11223,0,40.602319,-73.96552
Shore Parkway Head Start*,8885 26th Avenue NY 11214,36,40.590689,-73.990441
SHOREFRONT YM-YWHA,3300 Coney Island Avenue NY 11235,0,40.5756743,-73.9597913
Sunshine Center of Coney Island,2929 W31st Street NY 11224,18,40.573178,-73.9968676
THE CHEDER,129 Elwood Avenue NY 11230,0,40.6270542,-73.9760424
WARBASSE NURSERY SCHOOL,2785 West 5th Street NY 11224,16,40.5812723,-73.9713089
YESHIVA OF FLATBUSH,919 East 10th Street NY 11230,0,40.626692,-73.966257
YESHIVA OHR SHRAGA,1102 Avenue L NY 11230,20,40.6196879,-73.963832
YWCA-NYC Roberta Bright Early Learning Center*,3001 West 37th Street NY 11224,16,40.572719,-74.002116
3504-06 CHURCH AVENUE DAY CARE INC D/B/A  P B Children's Academy,4112 Avenue D NY 11203,33,40.6413889,-73.937534
Bambi Day Care II,2121 Bragg Street NY 11229,80,40.600442,-73.935771
Bambi Early Childhood Educational Center,1981 Homecrest Avenue NY 11229,60,40.601223,-73.959405
Bambi Early Childhood Educational Center,2114 Brown Street NY 11229,0,40.600072,-73.940336
Bumble Bees R Us 3*,2813 Farragut Road NY 11210,19,40.6362043,-73.9493739
BUTTERFLY DAY CARE CENTER,2770 East 16th Street NY 11235,0,40.584103,-73.952984
Charles R Drew ELC 5*,2804 Glenwood Road NY 11210,15,40.633933,-73.949884
EAST MIDWOOD HEBREW DAY SCHOOL,1256 East 21st Street NY 11210,34,40.622416,-73.954984
Friends of Crown Heights,2805 Newkirk Avenue NY 11226,40,40.6398994,-73.9501783
Friends of Crown Heights 5*,1886 Nostrand Avenue NY 11226,112,40.6397782,-73.948429
"Gan Jewish Day Care, Inc.",2901 Campus Road NY 11210,36,40.6320237,-73.9487461
Get Set Kindergarten School - Linden,623 Linden Boulevard NY 11238,0,40.65374,-73.93561
GET SET KINDERGARTEN SCHOOL SITE - Cortelyou,1919 Cortelyou Road NY 11226,0,40.643307,-73.960309
GET SET KINDERGARTEN SCHOOL SITE - Snyder,2301 Snyder Avenue NY 11226,0,40.6486399,-73.9557803
Glennwood Avenue Head Start*,3017 Glenwood Road NY 11210,69,40.634276,-73.947125
Hebrew Educational Society-Hillel,2164 Ralph Avenue NY 11234,18,40.624528,-73.918143
Infinity Educational Programs,1972 East 34th Street NY 11234,42,40.60896,-73.933345
Infinity UPK Gerritsen Beach,2934 Gerritsen Avenue NY 11229,29,40.589044,-73.921246
KESHET LEARNING CENTER,1612 Quentin Road NY 11229,0,40.608177,-73.95674
"KINGSBAY YM- YWHA, INC.",3495 Nostrand Avenue NY 11229,0,40.5988971,-73.94137
MASORES BAIS YAAKOV,1395 Ocean Avenue NY 11230,0,40.6282822,-73.9566927
N & B FRIENDSHIP/ LITTLE DREAMERS,4317 AvenueD NY 11203,0,40.641992,-73.935479
NAYEMA UNIVERSAL CHILD CENTER,110709 Newkirk Avenue NY 11230,0,40.6351108,-73.963907
"PROSPECT PARK YESHIVA, INC.",1784 East 17th Street NY 11229,0,40.6064667,-73.9559445
RAINBOW DAY CARE CENTER,3846 Flatlands Avenue NY 11234,0,40.619514,-73.9374969
St. Marks*,2017 Beverley Road NY 11226,116,40.6450644,-73.9593786
Talmud Torah Crown Heights Yeshivah,6363 Avenue U NY 11234,0,40.6162746,-73.9126113
The Child Development Center of Kingsborough,2001 Oriental Blvd NY 11235,18,40.578349,-73.934465
"TINY TOTS EXPRESS, INC.",3321 AvenueN NY 11234,0,40.6178386,-73.9415324
"YESHIVA & MESIVTA TORAH TEMIMAH, INC.",555 Ocean Parkway NY 11218,0,40.6348798,-73.9721243
YESHIVA OF KINGS BAY,2611 Avenue Z NY 11235,0,40.589215,-73.9431087
YESHIVA TORAS EMES,1904 Avenue N NY 11230,0,40.615784,-73.95538
Brightside Academy - Belmont*,50 Belmont Avenue NY 11212,36,40.668512,-73.908297
FirstStep NYC @ PS/IS 041*,225 Newport Street NY 11212,15,40.6596826,-73.9067937
Friends of Crown Heights 26*,20 Sutter Avenue NY 11212,33,40.665143,-73.922014
Morris Koppelman Center,774 Saratoga Ave. NY 11212,90,40.661719,-73.916003
Nat Azarow Children's Center*,232 Powell Street NY 11212,41,40.6688394,-73.9037698
PAL World of Creative Experiences Head Start*,280 Livonia Avenue NY 11212,100,40.6621359,-73.9076369
Saratoga II*,6971 Saratoga Avenue NY 11233,54,40.6783552,-73.9163152
Saratoga*,774 Saratoga Avenue NY 11212,60,40.661719,-73.916003
Shirley Chisholm Center,69-71 Saratoga Ave. NY 11233,54,40.684555,-73.917192
Shirley Chisholm Child Care Center Site 4 Somers*,33 Somers Street NY 11233,37,40.678888,-73.911954
Shirley Chisholm Day Care Center Site 5 Advent Center*,265 Sumpter Street NY 11233,29,40.680893,-73.914687
Superior Day Care Center,1741 Broadway NY 11207,54,40.6830335,-73.9105492
The Family and Life Center of Mt. Ararat,435 Howard Avenue NY 11233,36,40.672835,-73.919291
"The Salvation Army, Brownsville*",280 Riverdale Ave NY 11212,18,40.66099,-73.906154
YWCA-NYC Brownsville Early Learning Center*,1592 East New York Avenue NY 11212,13,40.6733557,-73.9082957
ACE Integration Head Start*,1419-23 Broadway NY 11221,35,40.6886741,-73.9202153
Audrey Johnson DCC*,272 Moffat Street NY 11207,75,40.689659,-73.904008
Brightside Academy - Broadway*,1491 Broadway NY 11221,36,40.687381,-73.917799
Building Blocks Preschool,455-459 Wilson Ave. NY 11221,31,40.693154,-73.9122427
Bushwick United HDFC 1*,136 Stanhope Street NY 11221,73,40.6981781,-73.922882
Bushwick United HDFC 2*,77 Wilson Avenue NY 11237,37,40.7020613,-73.9277415
Bushwick United HDFC 3*,331 Central Avenue NY 11221,20,40.6949372,-73.9195986
Bushwick United HDFC 6*,200 Central Avenue NY 11221,60,40.698353,-73.926021
Bushwick United HDFC 7*,600 Hart Street NY 11221,55,40.6975651,-73.9281701
Child Prodigy Learning Inc.,1001 Broadway NY 11221,18,40.6961455,-73.9334286
Footsteps Child Care Inc.,1125 Broadway NY 11221,11,40.69382,-73.929142
Grand Street Settlement Dual #3*,319 Stanhope Street NY 11237,41,40.7030208,-73.9184727
"HCHC, Inc. Inclusion UPK",1490 Brodway NY 11221,20,40.6872667,-73.9181688
John Coker DCC*,1375 Bushwick Avenue NY 11207,34,40.685454,-73.910461
Kreative Kare Day Care Center,455 Wilson Avenue NY 11221,18,40.6931642,-73.9124394
"Kreative Kare Day Care Center, Inc.",292 Palmetto Street NY 11237,20,40.6965979,-73.9135477
LSSMNY: Early LIFE Children's Center 9*,1175 Gates Avenue NY 11221,35,40.6917193,-73.920155
New Life Child Development Center 1*,295 Woodbine Street NY 11237,64,40.6962459,-73.9131116
New Life Child Development Center 2*,406 Grove Street NY 11237,105,40.7010594,-73.912678
New Life Child Development Center 3*,408 Grove Street NY 11237,39,40.7012827,-73.9126756
New Life Child Development Center 4*,1307 Greene Avenue NY 11221,87,40.6984347,-73.9193538
St. Francis Cabrini Catholic Academy,181 Suydam St. NY 11221,72,40.699968,-73.9258605
"The Salvation Army, Bushwick*",1151 Bushwick Ave NY 11221,14,40.6893276,-73.9172258
Traditional Educational Center*,1469B Broadway NY 11221,27,40.6877923,-73.9185983
Bank Street Head Start,113 East 13th Street NY 10003,40,40.7333939,-73.988958
Cardinal Spellman*,137 East 2nd Street NY 10009,18,40.7230598,-73.986416
"CHINATOWN DAY CARE CENTER, INC.",35371/2 Division Street NY 10002,0,40.7144883,-73.9952044
Dewitt Reformed Church Head Start Site 2*,123 Ridge Street NY 10002,17,40.7192842,-73.9830468
Dewitt Reformed Church Head Start*,280 Rivington Street NY 10002,30,40.7174929,-73.9795156
Education Alliance - E Broadway*,197 East Broadway NY 10002,32,40.7140047,-73.9882037
Educational Alliance - Lillian Wald*,34 Ave D NY 10009,8,40.7212725,-73.9777437
Escuela Hispana Montessori 1*,185 Avenue D NY 10009,26,40.7264368,-73.9740494
Escuela Hispana Montessori 2*,180 Suffolk Street NY 10002,22,40.7212064,-73.9846913
Friends of Crown Heights 33*,737 East 6th Street NY 10009,5,40.7227942,-73.9776329
Grand St Settlement Dual Center #1*,60 Essex Street NY 10009,17,40.7170976,-73.9889249
Grand St Settlement Head Start Center*,294 Delancey Street NY 10002,34,40.7160473,-73.9793248
Grand St Settlement*,300 Delancey Street NY 10002,20,40.7159843,-73.9791155
Hamilton Madison House EarlyLearn Center 5*,253 South Street NY 10002,14,40.7101496,-73.9904033
Henry Street Settlement Day Care*,301 Henry Street NY 10002,41,40.7141668,-73.9826128
Henry Street Settlement Family School*,110-120 Baruch Drive NY 10002,7,40.7188281,-73.9770823
University Settlement ECC*,184 Eldridge Street NY 10002,80,40.7205541,-73.9905731
Virginia Day Nursery*,464 East 10th Street NY 10009,19,40.7246373,-73.9747326
Bellevue-Educare Childcare Center*,462 First Avenue NY 10016,7,40.7393097,-73.9756739
BMCC Early Childhood Center,199 Chambers Street NY 10007,0,40.717367,-74.012178
CASSIDY'S PLACE,419 East 86th Street NY 10028,0,40.776764,-73.94839
CCLC@4New York Plaza,4 NewYork Plaza Suite 104 NY 10004,20,40.7027612,-74.0109655
Garment Industry Day Care Center,115 Chrystie Street NY 10002,18,40.7186061,-73.9938133
GRAMERCY SCHOOL,460 West 34th Street NY 10001,5,40.7541725,-73.9987572
Hamilton Madison House EarlyLearn Center 2*,60 Catherine Street NY 10038,23,40.7108588,-73.9963334
Hamilton Madison House EarlyLearn Center 4*,77 Market Street NY 10002,37,40.7106838,-73.9941479
Hamilton Madison House EarlyLearn Center 6*,129 Fulton Street NY 10038,18,40.7102655,-74.0073925
Holmes Towers/ Eisman Day Nursery*,1794 First Avenue NY 10128,19,40.7812368,-73.9461725
Hudson Guild Children's Center I,441 West 26th Street NY 10001,20,40.749552,-74.0022443
Hudson Guild Children's Center II,410 West 40th Street NY 10030,20,40.7572026,-73.9943229
Hudson Guild Children's Center*,459 West 26th Street NY 10001,36,40.7501663,-74.0042657
Imagine Early Learning Center,423 East 23 Street NY 10010,0,40.7363165,-73.977115
Imagine Early Learning Center @ The Louis Green and Evelyn Green Davis Child Care Center,6062 E 97th Street NY 10029,0,40.7858784,-73.9488241
Ivy League Early Learning Academy,776 Avenue of the Americas NY 10001,0,40.7448767,-73.9910779
Lenox Hill Neighborhood House,331 East 70th Street NY 10021,0,40.767081,-73.957754
Lighthouse International,111 East 59th Street NY 10022,0,40.762954,-73.96894
Lincoln Square,250 W. 65th Street NY 10023,40,40.7748482,-73.9872561
Little Star of Broome Street,151 Broome Street NY 10002,18,40.7164565,-73.9849153
MANHATTAN NURSERY SCHOOL,38 West 32nd Street Suite 306 NY 10001,0,40.7477717,-73.9874679
Renanim Manhattan,336 East 61st Street NY 10065,14,40.7609308,-73.9618865
"ROOSEVELT ISLAND DAY NUSERY, INC.",4 River Road NY 10044,0,40.7647786,-73.9471356
Sacred Heart Parochial,457 West 51st Street NY 10019,0,40.7652192,-73.9904473
Salvation Army New York TempleCorp,132 West 14th Street NY 10011,33,40.737795,-73.998634
YWCA-NYC Polly Dodge Early Learning Center*,538 West 55th Street NY 10019,21,40.7685186,-73.9916339
Bloomingdale Family Program 1*,125 West 109th Street NY 10025,18,40.8019255,-73.9628267
Bloomingdale Family Program 3*,987 Columbus Avenue NY 10025,50,40.800691,-73.961394
Citizens Care DCC 1*,131 Saint Nicholas Avenue NY 10026,16,40.804138,-73.9533019
Dunlevy Milbank Campus*,1432 West 118th Street NY 10026,4,40.8050445,-73.952762
East Calvary DCC*,1 West 112th Street NY 10026,22,40.7981626,-73.9483435
Escalera Head Start*,169 West 87th Street NY 10024,31,40.788186,-73.973511
Finger Painted Hands,126 West 83rd Street NY 10024,10,40.7849131,-73.9749628
Frederick Douglass Center*,885 Columbus Avenue NY 10025,33,40.7974566,-73.9637255
Goddard Riverside 1*,114 West 91st Street NY 10025,34,40.7898908,-73.9709276
Goddard Riverside 2*,128 West 83rd Street NY 10024,15,40.7850646,-73.9748886
Goddard Riverside 3*,26 West 84th Street NY 10024,16,40.784303,-73.971754
Goddard Riverside 4*,70 West 95th Street NY 10025,24,40.7917796,-73.9677397
Harlem Children's Zone*,60 West 117th Street NY 10026,30,40.8021206,-73.948201
HARLEM GEMS @ P.S. 149,41 West 117th Street NY 10026,0,40.8026661,-73.9482563
Mabel Barrett Fitzgerald DCC*,243 West 64th Street NY 10023,9,40.7740626,-73.9865482
Open Door CCC*,820 Columbus Avenue NY 10025,26,40.7955139,-73.9656106
Addie Mae Collins 2*,345 East 101st Street NY 10029,17,40.7867723,-73.9426453
"Boys & Girls Harbor, Inc.*",1 East 104th Street NY 10029,65,40.7929776,-73.9520167
Children's Aid at P.S. 50*,433 East 100th Street NY 10029,29,40.7855844,-73.9422698
Community Life Center 1*,2212 Third Avenue NY 10035,73,40.8010717,-73.9380785
Dawning Village,2090 First Avenue NY 10029,18,40.7908534,-73.9391566
Dawning Village Too,2211 First Avenue NY 10029,18,40.7945621,-73.9364733
East Harlem Block Nursery 1*,215 East 106th Street NY 10029,11,40.7915377,-73.9439798
East Harlem Center*,130 East 101st Street NY 10029,14,40.7891528,-73.9493197
"East Harlem Council for Human Services, Inc. Bilingual Head Start - 111th*",30 East 111th Street NY 10029,44,40.7969324,-73.9479732
"East Harlem Council for Human Services, Inc. Bilingual Head Start - 116th*",440 East 116th Street NY 10029,81,40.7952872,-73.9337465
Franklin Plaza*,2081 Second Avenue NY 10029,29,40.7913492,-73.9419308
Leggett Memorial*,237 East 104th Street NY 10029,33,40.7899562,-73.9442164
Metro North Childcare Center*,304 East 102nd Street NY 10029,10,40.7878161,-73.9437652
Northside Center Day School,302 East 111th Street NY 10029,0,40.793369,-73.939653
Our Lady Queens of Angels School,229 East 112th Street NY 10029,36,40.795051,-73.940489
Pequenos Souls Day Care Center*,114 East 122nd Street NY 10035,23,40.8026444,-73.9396931
Promesa Early Learn Head Start,413 East 120th Street NY 10035,18,40.7985056,-73.9326544
SCAN LaGuardia House Nursery*,414 East 105th Street NY 10029,12,40.7884768,-73.9405267
Susan Patricof Head Start Center*,302-306 East 111th Street NY 10029,28,40.793369,-73.939653
Taft Early Childhood Center*,172426 Madison Avenue NY 10029,22,40.793956,-73.9492546
Union Carver Childcare Center*,1565 Madison Avenue NY 10029,26,40.792096,-73.949243
Union Settlement - Head Start 218*,1839 Lexington Avenue NY 10029,21,40.7970876,-73.9427197
Union Washington CCC*,1893 Second Avenue NY 10029,31,40.7849731,-73.946466
Abyssinian Development Corp 1*,129 West 138th Street NY 10030,44,40.8167525,-73.9411133
Abyssinian Development Corp 3*,25 West 132nd Street NY 10037,26,40.81168,-73.939663
Addie Mae Collins 1*,110 East 129th Street NY 10035,14,40.8070295,-73.9362448
Addie Mae Collins 3*,2322 Third Avenue NY 10035,53,40.8047882,-73.9354629
Citizens Care DCC 3*,3240 Broadway NY 10027,25,40.8168003,-73.9570537
"CITY COLLEGE CHILD DEVELOPMENT CENTER, INC.",160 Convent Avenue NY 10031,0,40.8195475,-73.9495176
Community Life Center 2*,15 Mt Morris Park West NY 10027,80,40.8050612,-73.9456066
Drew Hamilton Center*,2672 Frederick Douglass Boulevard NY 10030,29,40.8210776,-73.9431914
ECDO Child Start Center*,249 West 144th Street NY 10030,22,40.821911,-73.941216
Episcopal Social Services Head Start (Fifth Avenue)*,2289 Fifth Avenue NY 10039,9,40.8149736,-73.9356328
Graham Windham DCC*,669 Lenox Avenue NY 10037,32,40.8195574,-73.9371555
Grant Day Care Center*,1299 Amsterdam Avenue NY 10027,16,40.8119955,-73.9572652
Harlem Gems - Singleton Center,230 West 1124th Street NY 10027,0,40.8138912,-73.9624327
HARLEM GEMS NORTH,381 Lenox Avenue NY 10035,0,40.8105519,-73.9439681
LSSMNY: Early LIFE Children's Center 11*,110 West 146th Street NY 10039,42,40.8214101,-73.9365025
LSSMNY: Early LIFE Children's Center 12*,151157 West 136th Street NY 10030,24,40.817191,-73.9460466
LSSMNY: Early LIFE Children's Center 13*,218 West 147th Street NY 10039,33,40.8235134,-73.939509
Morningside DCC*,2967 Frederick Douglas Boulevard NY 10039,10,40.8309664,-73.9360607
Seventh Avenue Center 2*,711 Lenox Avenue NY 10039,22,40.8211802,-73.93618
Sheltering Arms Learning Center*,2493 Adam Clayton Powell Jr Boulevard NY 10030,10,40.821188,-73.9389859
THE CHILDREN'S STOREFRONT,70 East 129th Street NY 10035,18,40.8076337,-73.9377334
"Urban Concepts of NY-Round the Clock Nursery, Inc.",301 West 130th Street NY 10027,0,40.8135966,-73.9490032
Utopia Children's Center*,236 West 129th Street NY 10027,20,40.8120308,-73.9477163
West Harlem 1*,121 West 128th Street NY 10027,69,40.8103856,-73.9450765
Birch Family Services,554 Fort Washington Avenue NY 10033,14,40.853747,-73.936822
Children's Aid at P.S. 152*,93 Nagle Avenue NY 10040,41,40.8601744,-73.9277953
Children's Aid at P.S. 5*,3703 Tenth Avenue NY 10034,41,40.8591641,-73.9227366
Children's Aid Society at P.S. 8,465 West 167th Street NY 10032,0,40.8393844,-73.9367835
Friends of Crown Heights 28*,3732 Tenth Avenue NY 10034,22,40.8600251,-73.9222199
Ft George Head Start Center # 1*,1525 Saint Nicholas Avenue NY 10033,120,40.8526684,-73.9313238
INCARNATION SCHOOL,570 West 175th Street NY 10033,35,40.844953,-73.9360668
LSSMNY: Early LIFE Children's Center 14*,510516 West 145th Street NY 10031,51,40.8246028,-73.9460624
Nicholas Cardell Day Care Center*,84 Vermilyea Avenue NY 10034,26,40.8660417,-73.9232711
"Northern Manhattan Perinatal Partnership, Inc.*",529531 West 155th Street NY 10032,94,40.8320676,-73.9441246
Queen of Martyrs*,7191 Arden Street NY 10040,21,40.8629621,-73.927763
"Rena Child Care Centers, Inc.*",639 Edgecombe Avenue NY 10032,69,40.8378224,-73.9367743
SAINT ELIZABETH PRE KINDERGARTEN,652 West 187th Street NY 10033,0,40.8538337,-73.9327542
SAINT SPYRIDON PAROCHIAL SCHOOL,124 Wadsworth Avenue NY 10033,72,40.8488553,-73.9359289
Sugar Hill Museum Preschool,400 W. 155th Street NY 10032,54,40.8304724,-73.9403716
UFBCO*,474 West 159th Street NY 10032,55,40.8333017,-73.9399314
"YM & YWHA OF WASHINGTON HEIGHTS AND INWOOD, INC.",54 Nagle Avenue NY 10040,0,40.8601279,-73.9295215
"A CHILD?S PLACE TOO, INC.",100-10 Astoria Boulevard NY 11369,0,40.761523,-73.8689596
Better community Life DCC 2*,13316 Roosevelt Avenue NY 11354,31,40.7584113,-73.8334698
"BOOKS AND RATTLES, INC. SITE 1",7502 51st Avenue NY 11373,0,40.7365342,-73.8883134
"BOOKS AND RATTLES, INC. SITE 2",6308 69th Place NY 11379,0,40.716012,-73.886688
"BWY, INC.",7714 Roosevelt Avenue NY 11372,80,40.746951,-73.888003
"CHILDREN'S BIG APPLE, INC.",3703 94th Street NY 11372,0,40.750703,-73.872788
"CHILDREN'S BIG APPLE, INC.",4126 Case Street NY 11376,0,40.746667,-73.873634
CHRIST THE KING COMMUNITY PRESCHOOL,6802 Metropolitan Avenue NY 11379,72,40.710932,-73.888259
CPC Queens Day Care Center 1,47-05 104th St. NY 11368,36,40.74564,-73.859205
Denziko Day Care,5107 69th Street NY 11377,0,40.7349243,-73.8958192
Emilia's Kids,8403 57 Avenue NY 11373,0,40.7304189,-73.8793287
Great Expectations Holding Corp.,7415 Juniper Boulevard NY 11379,0,40.7187454,-73.8815705
GREATER RIDGEWOOD,5903 Summerfield Street NY 11385,54,40.699527,-73.898137
Greater Ridgewood Youth Council at Notre Dame School,6281 60th Place NY 11385,18,40.7112915,-73.9024356
"HAPPY DRAGON OF NEW YORK, INC.",8602 57th Avenue NY 11373,52,40.73233,-73.876074
"HAPPY DRAGON OF USA, INC.",9825 Horace Harding Expressway NY 11368,98,40.7358966,-73.859102
J.C. DAYWATCH Day Care,20 Saint Johns Road NY 11385,36,40.706587,-73.907559
JOHNSON'S ACADEMY LLC,9904 57th Avenue NY 11368,0,40.7384386,-73.8595595
"LITTLE FRIENDS SCHOOL ELMHURST, INC.",8503 Britton Avenue NY 11373,0,40.745438,-73.880891
"Little Friends School, Sunnyside",4342 47th  Street NY 11104,14,40.743547,-73.917912
LITTLE HOUSE DAY CARE,5103 Jacobus Street NY 11373,0,40.736553,-73.8872729
Magic Years Day Care Center Corp.,9020 55th Avenue NY 11373,0,40.7379697,-73.8675017
Malcolm X Day Care*,11112 Northern Boulevard NY 11368,54,40.7580252,-73.8572975
MASPETH TOWN HALL PRESCHOOL,5337 72nd Street NY 11378,40,40.7304041,-73.8922398
Mi Nuevo Mondo,10421 39th Avenue NY 11368,0,40.7511147,-73.8614488
